HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE
86447,61-70,w,10.0,101.0,Irish Terrier
86447,61-70,w,10.0,101.0,Irish Terrier
86482,41-50,w,3.0,33.0,Sibirischer Husky
86494,31-40,m,10.0,101.0,Coton de Tulear
86499,51-60,w,4.0,42.0,Mischling klein
86500,61-70,w,7.0,74.0,Cavalier King Charles Spaniel
86500,61-70,w,7.0,74.0,Cavalier King Charles Spaniel
86506,51-60,w,6.0,61.0,Yorkshire Terrier
86508,61-70,m,5.0,51.0,Spitz
86523,41-50,w,1.0,11.0,Lagotto Romagnolo
86529,41-50,m,8.0,81.0,Französische Bulldogge
86529,41-50,m,8.0,81.0,Continental Bulldog
86533,71-80,m,2.0,21.0,Lagotto Romagnolo
86535,51-60,w,8.0,82.0,Mops
86535,51-60,w,8.0,82.0,Mops
86539,71-80,m,2.0,23.0,Mischling klein
86543,51-60,w,9.0,92.0,Mischling klein
86552,51-60,w,3.0,31.0,Lhasa Apso
86554,51-60,w,10.0,101.0,Berner Sennenhund
86556,31-40,w,12.0,122.0,Golden Retriever
86570,71-80,w,7.0,74.0,Labrador Retriever
86578,41-50,w,2.0,23.0,Zwergpinscher
86580,81-90,w,10.0,101.0,Pudel
86586,71-80,w,8.0,82.0,Mischling klein
86593,51-60,w,7.0,74.0,Grosspudel
86594,51-60,w,7.0,72.0,Pudel
86600,31-40,m,1.0,11.0,Mischling klein
86602,51-60,m,2.0,21.0,Appenzeller
86603,51-60,w,8.0,83.0,Mischling klein
86605,71-80,w,6.0,61.0,Papillon
86609,81-90,w,2.0,21.0,Pudel
86620,71-80,w,10.0,101.0,Yorkshire Terrier
86624,51-60,w,2.0,21.0,Mischling klein
86636,61-70,m,8.0,83.0,Mischling klein
86636,61-70,m,8.0,83.0,Mischling klein
86638,71-80,m,12.0,123.0,Deutscher Schäfer
86643,51-60,m,5.0,51.0,Cocker Spaniel
86647,41-50,w,10.0,101.0,Bretonischer Spaniel
86659,51-60,w,3.0,33.0,Mischling klein
86660,61-70,w,2.0,21.0,Podenco
86660,61-70,w,2.0,21.0,Mischling klein
86660,61-70,w,2.0,21.0,Jack Russel Terrier
86671,61-70,w,11.0,119.0,Tibet Terrier
86675,71-80,m,12.0,122.0,Yorkshire Terrier
86678,31-40,w,11.0,119.0,Golden Retriever
86684,71-80,w,3.0,34.0,Norwich Terrier
86691,51-60,w,2.0,21.0,Riesenschnauzer
86692,51-60,m,7.0,72.0,Labrador Retriever
86693,61-70,m,5.0,51.0,Pudel
86700,51-60,w,11.0,115.0,Dackel
86708,61-70,w,7.0,71.0,Deutscher Schäfer
86708,61-70,w,7.0,71.0,Chihuahua
86709,51-60,m,10.0,102.0,Labrador Retriever
86712,41-50,w,9.0,92.0,Dalmatiner
86715,41-50,m,3.0,31.0,Chihuahua
86716,41-50,w,2.0,21.0,Mischling klein
86722,71-80,w,9.0,91.0,Toypudel
86723,31-40,w,6.0,61.0,Labrador Retriever
86727,41-50,w,12.0,122.0,Bolonka Zwetna
86728,31-40,w,2.0,21.0,Mittelpudel
86730,51-60,w,9.0,92.0,Border Terrier
86733,81-90,m,11.0,111.0,Pudel
86743,71-80,m,2.0,21.0,Schäfer
86744,31-40,w,7.0,71.0,Husky
86750,51-60,w,11.0,115.0,Labrador Retriever
86752,41-50,w,10.0,101.0,English Setter
86754,71-80,m,3.0,33.0,Chihuahua
86756,41-50,w,2.0,21.0,Jack Russel Terrier
86757,51-60,w,7.0,71.0,Labrador Retriever
86763,51-60,m,11.0,119.0,Jack Russel Terrier
86763,51-60,m,11.0,119.0,Jack Russel Terrier
86763,51-60,m,11.0,119.0,Jack Russel Terrier
86766,51-60,w,4.0,41.0,Parson Russell Terrier
86777,51-60,m,10.0,102.0,Bergamasker
86781,41-50,w,11.0,119.0,Gordon Setter
86785,61-70,w,10.0,101.0,Labrador Retriever
86788,61-70,w,1.0,13.0,Mischling klein
86790,61-70,w,4.0,44.0,Malteser
86791,71-80,w,2.0,23.0,Pudel
86795,71-80,w,12.0,121.0,Grosspudel
86798,41-50,m,3.0,31.0,Labrador Retriever
86799,61-70,m,8.0,81.0,Beagle
86799,61-70,m,8.0,81.0,Golden Retriever
86804,51-60,w,6.0,63.0,West Highland White Terrier
86805,41-50,m,6.0,63.0,Petit Basset Griffon
86806,51-60,w,9.0,92.0,Appenzeller Sennenhund
86811,61-70,w,12.0,123.0,Mischling klein
86812,61-70,m,6.0,61.0,Jack Russel Terrier
86815,51-60,w,7.0,72.0,West Highland White Terrier
86820,41-50,w,8.0,83.0,Rhodesian Ridgeback
86822,31-40,w,2.0,21.0,Yorkshire Terrier
86822,31-40,w,2.0,21.0,Yorkshire Terrier
86837,51-60,w,7.0,72.0,West Highland White Terrier
86837,51-60,w,7.0,72.0,West Highland White Terrier
86839,71-80,w,12.0,122.0,Zwergpudel
86847,41-50,w,3.0,33.0,Soft Coated Wheaten Terrier
86850,31-40,m,4.0,44.0,Terrier
86853,61-70,w,5.0,51.0,Schweizer Sennenhund
86855,61-70,w,1.0,11.0,Berner Sennenhund
86860,41-50,w,11.0,119.0,Foxterrier
86872,71-80,m,5.0,51.0,Jack Russel Terrier
86873,51-60,w,11.0,111.0,Cocker Spaniel
86874,51-60,w,7.0,71.0,Lagotto Romagnolo
86875,61-70,m,9.0,91.0,Labrador Retriever
86878,31-40,m,11.0,119.0,Labrador Retriever
86879,81-90,m,4.0,44.0,Mischling klein
86882,61-70,w,9.0,92.0,West Highland White Terrier
86892,61-70,w,7.0,71.0,Terrier
86897,71-80,w,12.0,122.0,Chihuahua
86901,41-50,w,2.0,24.0,Border Collie
86901,41-50,w,2.0,24.0,Mischling gross
86903,31-40,w,6.0,61.0,Jack Russel Terrier
86908,61-70,w,9.0,92.0,Cairn Terrier
86918,61-70,w,10.0,101.0,Mischling klein
86923,51-60,w,7.0,74.0,Entlebucher
86925,61-70,w,2.0,24.0,Mischling klein
86929,51-60,m,7.0,74.0,Golden Retriever
86933,61-70,w,9.0,91.0,Sibirischer Husky
86938,41-50,w,1.0,12.0,Podenco
86938,41-50,w,1.0,12.0,Podenco
86939,61-70,w,10.0,101.0,Hirtenhund
86944,71-80,w,9.0,92.0,Yorkshire Terrier
86946,21-30,w,8.0,83.0,Labrador Retriever
86949,41-50,m,10.0,102.0,West Highland White Terrier
86959,51-60,w,7.0,71.0,Labrador Retriever
86959,51-60,w,7.0,71.0,Bolonka Zwetna
86961,51-60,m,11.0,115.0,Pinscher
86967,51-60,m,9.0,92.0,Dalmatiner
86971,61-70,w,11.0,115.0,Beagle
86972,41-50,m,11.0,119.0,Chinese Crested Powderpuff
86975,51-60,m,8.0,83.0,Mischling klein
86976,61-70,w,11.0,111.0,Malteser
86977,51-60,w,3.0,31.0,Welsh Corgi Cardigan
86980,61-70,w,10.0,101.0,Jack Russel Terrier
86990,51-60,m,10.0,101.0,Labrador Retriever
86992,71-80,m,3.0,33.0,Dachshund
86995,51-60,w,6.0,63.0,Mischling gross
86998,61-70,w,7.0,72.0,Bergamasker
87003,31-40,w,11.0,111.0,Berner Sennenhund
87007,61-70,w,9.0,91.0,Malteser
87015,51-60,m,10.0,101.0,Border Collie
87035,51-60,w,6.0,61.0,Holländischer Schäfer
87038,41-50,m,4.0,42.0,Bichon frisé
87043,61-70,w,7.0,72.0,Zwergpudel
87044,31-40,m,10.0,101.0,Golden Retriever
87050,61-70,w,3.0,33.0,Labrador Retriever
87057,41-50,w,2.0,23.0,Golden Retriever
87058,41-50,w,6.0,63.0,Jack Russel Terrier
87061,51-60,w,7.0,73.0,Cavalier King Charles Spaniel
87063,71-80,w,6.0,61.0,Cairn Terrier
87063,71-80,w,6.0,61.0,Mischling klein
87068,41-50,w,4.0,42.0,Schäfer
87070,61-70,w,10.0,101.0,Tibet Terrier
87071,41-50,m,11.0,119.0,Rhodesian Ridgeback
87078,51-60,w,11.0,115.0,Jack Russel Terrier
87091,31-40,m,12.0,121.0,American Staffordshire Terrier
87104,31-40,w,11.0,119.0,Pekingese
87104,31-40,w,11.0,119.0,Pekingese
87109,61-70,w,2.0,24.0,Grosspudel
87112,51-60,w,10.0,102.0,Yorkshire Terrier
87114,41-50,w,2.0,21.0,Mischling klein
87117,61-70,w,10.0,101.0,Jack Russel Terrier
87118,51-60,w,9.0,91.0,Pudel
87123,51-60,w,3.0,33.0,Mischling klein
87141,41-50,m,10.0,102.0,Parson Jack Russell Terrier
87143,41-50,m,12.0,122.0,Malteser
87145,71-80,m,2.0,24.0,Flat Coated Retriever
87149,31-40,w,11.0,119.0,Continental Bulldog
87153,51-60,w,9.0,92.0,Bolonka Zwetna
87158,31-40,w,2.0,23.0,Mischling klein
87158,31-40,w,2.0,23.0,Labrador Retriever
87158,31-40,w,2.0,23.0,Collie
87159,51-60,w,8.0,82.0,Rauhaar Dackel
87159,51-60,w,8.0,82.0,Zwergrauhaardackel
87159,51-60,w,8.0,82.0,Dachshund
87166,31-40,w,11.0,111.0,Boxer
87172,51-60,w,10.0,102.0,Parson Russell Terrier
87174,31-40,m,9.0,92.0,Mischling klein
87181,51-60,w,7.0,74.0,Chow Chow
87184,41-50,w,11.0,111.0,Rhodesian Ridgeback
87185,51-60,w,9.0,91.0,Boxer
87201,41-50,w,7.0,71.0,Jack Russel Terrier
87210,31-40,m,10.0,101.0,Mischling klein
87210,31-40,m,10.0,101.0,Mischling klein
87212,41-50,w,11.0,119.0,Mischling klein
87217,41-50,m,11.0,111.0,Zwergpudel
87218,61-70,w,3.0,34.0,Boxer
87218,61-70,w,3.0,34.0,Deutscher Schäfer
87219,51-60,w,10.0,101.0,Pudel
87222,51-60,m,7.0,71.0,Mischling klein
87241,31-40,w,2.0,24.0,Mischling klein
87247,61-70,m,9.0,92.0,Schnauzer
87249,31-40,w,12.0,121.0,Labrador Retriever
87252,71-80,w,11.0,119.0,Border Collie
87257,61-70,m,7.0,74.0,Mischling klein
87259,61-70,w,6.0,63.0,West Highland White Terrier
87265,71-80,w,11.0,119.0,Jack Russel Terrier
87277,31-40,m,9.0,91.0,Dogo Argentino
87281,51-60,w,12.0,121.0,West Highland White Terrier
87284,41-50,w,11.0,111.0,Border Terrier
87285,71-80,w,7.0,71.0,Cavalier King Charles Spaniel
87285,71-80,w,7.0,71.0,Cavalier King Charles Spaniel
87289,51-60,w,7.0,74.0,Mittelschnauzer
87295,41-50,w,12.0,121.0,English Cocker Spaniel
87297,41-50,w,7.0,71.0,Bolonka Zwetna
87297,41-50,w,7.0,71.0,Russischer Terrier
87299,61-70,m,7.0,74.0,Lagotto Romagnolo
87304,41-50,m,11.0,119.0,Jack Russel Terrier
87305,51-60,w,2.0,21.0,Foxterrier
87307,31-40,w,6.0,61.0,Border Collie
87309,51-60,w,7.0,74.0,Berger des Pyrenées
87316,61-70,w,6.0,63.0,Jack Russel Terrier
87318,61-70,w,11.0,119.0,Jack Russel Terrier
87331,31-40,w,11.0,115.0,Rhodesian Ridgeback
87334,61-70,m,9.0,92.0,Labrador Retriever
87335,41-50,m,5.0,52.0,Labrador Retriever
87342,71-80,m,4.0,42.0,Cocker Spaniel
87346,71-80,w,10.0,101.0,Mittelpudel
87347,31-40,m,2.0,24.0,Jack Russel Terrier
87348,31-40,w,9.0,92.0,Mischling klein
87349,41-50,w,4.0,41.0,Berger des Pyrenées
87353,71-80,m,7.0,71.0,Volpino
87356,51-60,w,2.0,21.0,Mischling klein
87360,61-70,m,12.0,122.0,Beagle
87362,41-50,m,10.0,101.0,Irish Terrier
87369,31-40,m,3.0,31.0,Spitz
87373,61-70,m,2.0,24.0,Labrador Retriever
87375,61-70,w,7.0,74.0,Cairn Terrier
87376,61-70,m,12.0,123.0,Spitz
87377,61-70,m,7.0,73.0,Mischling klein
87385,81-90,w,2.0,23.0,Pudel
87385,81-90,w,2.0,23.0,Pudel
87385,81-90,w,2.0,23.0,Pudel
87386,41-50,m,8.0,83.0,Shih Tzu
87387,61-70,w,3.0,31.0,Pekingese
87389,31-40,w,6.0,63.0,Prager Rattler
87389,31-40,w,6.0,63.0,Prager Rattler
87393,51-60,w,10.0,101.0,Mittelpudel
87394,51-60,m,9.0,92.0,Bolonka Zwetna
87398,71-80,w,4.0,42.0,Chihuahua
87406,71-80,w,10.0,102.0,Terrier
87408,41-50,m,11.0,119.0,Mischling klein
87413,61-70,w,7.0,71.0,Soft Coated Wheaten Terrier
87420,81-90,w,12.0,122.0,Labrador Retriever
87422,61-70,w,11.0,115.0,Mischling klein
87424,51-60,w,6.0,61.0,Jack Russel Terrier
87431,31-40,w,9.0,91.0,American Bulldog
87433,71-80,m,3.0,33.0,Appenzeller
87435,61-70,w,4.0,41.0,Ratenero Bodeguero
87437,51-60,m,3.0,33.0,Chihuahua
87438,51-60,w,6.0,63.0,Coton de Tulear
87440,51-60,w,3.0,34.0,Labrador Retriever
87447,51-60,w,11.0,115.0,Terrier
87447,51-60,w,11.0,115.0,American Staffordshire Terrier
87457,51-60,m,11.0,119.0,Zwergpudel
87459,71-80,m,6.0,61.0,Jack Russel Terrier
87461,61-70,w,11.0,111.0,Zwergpudel
87463,51-60,m,9.0,91.0,Rottweiler
87468,61-70,w,7.0,71.0,Mischling klein
87473,71-80,m,9.0,91.0,Mischling klein
87478,51-60,w,12.0,122.0,Griffon
87480,61-70,w,2.0,21.0,Mischling klein
87481,51-60,m,7.0,74.0,Mischling klein
87482,51-60,m,3.0,31.0,Mischling klein
87489,51-60,w,6.0,63.0,Welsh Corgi
87494,61-70,w,4.0,42.0,Mischling klein
87499,51-60,w,2.0,23.0,Mischling klein
87502,51-60,w,2.0,21.0,Labrador Retriever
87504,51-60,w,7.0,72.0,Labradoodle
87504,51-60,w,7.0,72.0,Mittelschnauzer
87504,51-60,w,7.0,72.0,Riesenschnauzer
87510,51-60,m,11.0,115.0,Magyar Viszla
87512,31-40,w,3.0,34.0,Golden Retriever
87512,31-40,w,3.0,34.0,Mischling klein
87515,51-60,w,9.0,92.0,Pinscher
87518,51-60,w,2.0,21.0,Terrier
87519,71-80,w,3.0,31.0,Lhasa Apso
87519,71-80,w,3.0,31.0,Tibet Terrier
87523,61-70,w,8.0,81.0,Berner Sennenhund
87524,41-50,w,7.0,72.0,Holländischer Schäfer
87526,41-50,w,7.0,74.0,Foxterrier
87527,61-70,w,4.0,42.0,Golden Retriever
87537,31-40,m,9.0,92.0,Dobermann
87548,51-60,w,2.0,21.0,Mops
87548,51-60,w,2.0,21.0,West Highland White Terrier
87551,41-50,w,1.0,11.0,Pointer
87560,41-50,m,11.0,119.0,Leonberger
87565,41-50,w,3.0,33.0,Mischling klein
87574,51-60,w,11.0,119.0,Mischling klein
87579,51-60,w,9.0,92.0,Australian Shepherd
87579,51-60,w,9.0,92.0,Australian Shepherd
87580,71-80,m,7.0,74.0,Mischling klein
87582,31-40,m,4.0,41.0,Labrador Retriever
87584,61-70,m,1.0,11.0,Whippet
87585,41-50,w,11.0,119.0,Jack Russel Terrier
87586,71-80,w,8.0,82.0,Mischling klein
87590,41-50,m,12.0,123.0,Belgischer Schäfer
87593,71-80,m,10.0,101.0,American Cocker Spaniel
87596,31-40,w,3.0,31.0,Dalmatiner
87600,41-50,m,10.0,101.0,Labrador Retriever
87602,31-40,w,7.0,73.0,Parson Russell Terrier
87604,31-40,w,9.0,91.0,Labrador Retriever
87612,31-40,w,12.0,122.0,Französische Bulldogge
87612,31-40,w,12.0,122.0,Yorkshire Terrier
87612,31-40,w,12.0,122.0,Yorkshire Terrier
87617,51-60,w,12.0,122.0,West Highland White Terrier
87619,51-60,w,10.0,102.0,Schäfer
87623,71-80,w,12.0,122.0,Yorkshire Terrier
87624,41-50,m,9.0,92.0,Berner Sennenhund
87626,61-70,m,12.0,123.0,Labrador Retriever
87631,51-60,w,9.0,92.0,Berger blanc Suisse
87636,51-60,w,10.0,101.0,Sennenhund
87639,41-50,w,9.0,92.0,Italienisches Windspiel
87643,61-70,m,10.0,101.0,Yorkshire Terrier
87648,51-60,w,10.0,101.0,Australian Shepherd
87649,61-70,m,3.0,33.0,Labrador Retriever
87650,41-50,w,2.0,21.0,Labrador Retriever
87653,41-50,w,4.0,42.0,Mischling klein
87657,31-40,m,5.0,52.0,West Highland White Terrier
87660,31-40,w,2.0,24.0,Sennenhund
87668,41-50,w,3.0,31.0,Spinone
87668,41-50,w,3.0,31.0,Griffon
87669,41-50,m,8.0,83.0,Vorstehhund
87672,51-60,w,7.0,73.0,Bearded Collie
87675,51-60,m,9.0,92.0,Schäfer
87678,61-70,m,7.0,74.0,Eurasier
87702,41-50,w,7.0,71.0,Jack Russel Terrier
87707,51-60,m,7.0,71.0,Bergamasker
87720,71-80,w,11.0,111.0,Kromfohrländer
87723,41-50,m,12.0,121.0,Deutsche Dogge
87731,51-60,w,7.0,72.0,Labrador Retriever
87738,31-40,w,10.0,101.0,Chihuahua
87738,31-40,w,10.0,101.0,Chihuahua
87739,81-90,m,7.0,74.0,Jack Russel Terrier
87741,31-40,w,7.0,71.0,Labrador Retriever
87754,51-60,w,3.0,33.0,Vizsla
87757,41-50,w,7.0,72.0,Bolonka Zwetna
87760,51-60,m,9.0,91.0,Beagle
87763,61-70,m,11.0,115.0,Entlebucher Sennenhund
87772,51-60,w,11.0,111.0,Husky
87773,41-50,m,9.0,92.0,Pudel
87776,51-60,w,7.0,74.0,Yorkshire Terrier
87783,41-50,m,9.0,92.0,Yorkshire Terrier
87788,51-60,m,3.0,34.0,Border Collie
87796,51-60,m,2.0,24.0,Berner Sennenhund
87801,51-60,m,11.0,111.0,Mischling klein
87803,41-50,w,3.0,34.0,Husky
87804,71-80,w,11.0,115.0,Border Terrier
87807,51-60,m,6.0,61.0,Chihuahua
87816,51-60,w,3.0,33.0,Schäfer
87819,61-70,w,7.0,72.0,Jack Russel Terrier
87821,51-60,m,11.0,119.0,American Staffordshire Terrier
87828,71-80,w,6.0,63.0,Pudel
87830,61-70,m,11.0,119.0,Mischling klein
87832,41-50,m,11.0,119.0,Schäfer
87835,51-60,w,12.0,122.0,Mischling klein
87839,61-70,w,11.0,119.0,Mischling klein
87855,51-60,w,7.0,74.0,Cairn Terrier
87855,51-60,w,7.0,74.0,Cairn Terrier
87857,31-40,w,11.0,111.0,Appenzeller
87859,41-50,m,10.0,102.0,Cairn Terrier
87860,61-70,m,7.0,74.0,Welsh Springer Spaniel
87864,61-70,w,9.0,91.0,English Setter
87865,41-50,w,11.0,119.0,Mischling klein
87868,41-50,m,5.0,51.0,Tervueren
87869,71-80,w,8.0,83.0,Zwergpudel
87876,41-50,m,9.0,91.0,Terrier
87882,41-50,w,2.0,21.0,Mischling klein
87889,51-60,w,3.0,33.0,Golden Retriever
87893,51-60,w,5.0,52.0,Shih Tzu
87899,61-70,w,7.0,72.0,Cairn Terrier
87900,51-60,m,10.0,101.0,Dackel
87905,51-60,w,6.0,63.0,Coton de Tulear
87908,71-80,m,2.0,23.0,West Highland White Terrier
87909,31-40,m,3.0,33.0,Golden Retriever
87913,41-50,w,12.0,121.0,Shih Tzu
87913,41-50,w,12.0,121.0,Zwergpudel
87913,41-50,w,12.0,121.0,Mischling klein
87913,41-50,w,12.0,121.0,Zwergpudel
87913,41-50,w,12.0,121.0,Mittelpudel
87916,71-80,w,9.0,92.0,Prager Rattler
87919,31-40,w,5.0,51.0,Podenco Ibicenco
87924,61-70,m,12.0,121.0,Appenzeller Sennenhund
87929,41-50,w,9.0,92.0,Mops
87931,51-60,w,11.0,119.0,Labrador Retriever
87932,51-60,m,10.0,102.0,Riesenschnauzer
87938,61-70,m,10.0,101.0,Golden Retriever
87940,71-80,m,7.0,74.0,Labrador Retriever
87941,71-80,w,7.0,74.0,Border Terrier
87942,41-50,m,4.0,42.0,Schäfer
87943,51-60,w,3.0,33.0,Golden Retriever
87944,51-60,w,2.0,21.0,Continental Bulldog
87945,31-40,w,1.0,11.0,Mischling gross
87946,51-60,w,4.0,44.0,Jack Russel Terrier
87947,51-60,m,10.0,102.0,Münsterländer
87948,51-60,w,9.0,92.0,Yorkshire Terrier
87948,51-60,w,9.0,92.0,Chihuahua
87954,51-60,m,8.0,82.0,Lagotto Romagnolo
87956,41-50,m,3.0,33.0,Vizsla
87957,71-80,w,8.0,83.0,Riesenschnauzer
87961,51-60,w,11.0,115.0,Mischling klein
87964,51-60,w,12.0,122.0,Mischling klein
87965,71-80,m,4.0,44.0,Dackel
87966,41-50,w,11.0,115.0,Labrador Retriever
87977,31-40,w,5.0,51.0,Labrador Retriever
87978,51-60,w,12.0,122.0,Staffordshire Bull Terrier
87982,41-50,m,12.0,122.0,Yorkshire Terrier
87985,41-50,m,7.0,71.0,Whippet
87985,41-50,m,7.0,71.0,Galgo
87988,51-60,w,6.0,63.0,Labrador Retriever
87989,71-80,w,6.0,63.0,Beagle
87990,51-60,w,7.0,72.0,Berger des Pyrenées
87998,41-50,w,1.0,11.0,Boston Terrier
88012,41-50,m,1.0,12.0,Irish Terrier
88014,31-40,m,3.0,31.0,Terrier
88014,31-40,m,3.0,31.0,Mischling klein
88016,41-50,m,2.0,24.0,Parson Jack Russell Terrier
88017,31-40,m,9.0,92.0,Mischling klein
88031,51-60,w,2.0,23.0,Parson Jack Russell Terrier
88032,61-70,w,3.0,34.0,Mischling klein
88038,51-60,m,11.0,119.0,Appenzeller
88046,51-60,w,6.0,63.0,Deutscher Schäfer
88052,51-60,w,3.0,31.0,Bergamasker
88053,51-60,w,2.0,23.0,Sennenhund
88061,41-50,w,9.0,91.0,Appenzeller Sennenhund
88067,21-30,w,12.0,121.0,Rehpinscher
88068,61-70,m,9.0,91.0,Border Terrier
88071,51-60,w,5.0,52.0,Appenzeller
88077,51-60,m,8.0,81.0,Irish Setter
88081,71-80,w,7.0,74.0,Welsh Corgi
88082,21-30,w,7.0,74.0,Alaskan Malamute
88084,31-40,w,10.0,101.0,Nova Scotia Duck Tolling Retriever
88087,51-60,w,7.0,74.0,Kromfohrländer
88095,81-90,m,10.0,101.0,Deutscher Schäfer
88096,71-80,m,10.0,101.0,Labrador Retriever
88099,61-70,w,10.0,101.0,Mops
88101,41-50,m,2.0,24.0,Beagle
88101,41-50,m,2.0,24.0,Beagle
88108,71-80,w,11.0,111.0,Cairn Terrier
88113,71-80,w,7.0,71.0,Zwergpudel
88113,71-80,w,7.0,71.0,Grosspudel
88119,61-70,w,2.0,24.0,Jack Russel Terrier
88120,51-60,m,8.0,82.0,Golden Retriever
88132,41-50,m,5.0,52.0,Mischling klein
88133,61-70,m,6.0,63.0,Appenzeller Sennenhund
88137,61-70,m,7.0,73.0,Dachshund
88138,41-50,w,11.0,119.0,Terrier
88143,51-60,w,9.0,91.0,Mittelpudel
88146,61-70,m,1.0,13.0,Terrier
88148,41-50,w,4.0,42.0,Mischling klein
88151,71-80,w,12.0,122.0,Chow Chow
88153,41-50,m,11.0,115.0,Labrador Retriever
88158,51-60,m,12.0,122.0,Bergamasker
88162,51-60,m,9.0,91.0,Mastiff
88163,41-50,w,10.0,102.0,Mischling klein
88168,71-80,m,7.0,74.0,Deutscher Schäfer
88172,61-70,w,11.0,111.0,Zwergpinscher
88177,71-80,m,11.0,111.0,Hovawart
88178,31-40,w,9.0,92.0,Chihuahua
88178,31-40,w,9.0,92.0,Chihuahua
88183,51-60,w,8.0,82.0,Malteser
88189,71-80,w,8.0,83.0,Golden Retriever
88190,61-70,w,11.0,115.0,Border Collie
88190,61-70,w,11.0,115.0,Mischling klein
88191,71-80,w,9.0,92.0,Appenzeller
88193,61-70,w,12.0,122.0,Riesenschnauzer
88196,71-80,w,11.0,111.0,Schäfer
88201,51-60,w,11.0,115.0,Mischling klein
88204,51-60,m,5.0,51.0,Collie
88204,51-60,m,5.0,51.0,Deutscher Schäfer
88209,41-50,m,10.0,101.0,Labrador Retriever
88217,41-50,m,6.0,63.0,Rhodesian Ridgeback
88218,51-60,w,4.0,42.0,Collie
88219,71-80,w,7.0,74.0,Cavalier King Charles Spaniel
88220,51-60,m,7.0,71.0,Coton de Tulear
88222,31-40,w,10.0,101.0,Schäfer
88229,31-40,w,3.0,33.0,Labrador Retriever
88232,71-80,w,6.0,61.0,Golden Retriever
88236,51-60,m,9.0,92.0,Labrador Retriever
88237,41-50,m,9.0,92.0,Malamut
88242,61-70,w,8.0,82.0,Mischling klein
88242,61-70,w,8.0,82.0,Pekingese
88248,41-50,w,2.0,23.0,Tibetan Spaniel
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88250,31-40,w,7.0,74.0,Sibirischer Husky
88251,41-50,w,4.0,44.0,Pinscher
88251,41-50,w,4.0,44.0,Jack Russel Terrier
88260,51-60,w,2.0,21.0,English Cocker Spaniel
88262,61-70,w,6.0,61.0,Coton de Tulear
88262,61-70,w,6.0,61.0,Shih Tzu
88269,41-50,m,10.0,102.0,Mischling klein
88271,41-50,w,9.0,91.0,Mischling klein
88275,71-80,w,6.0,63.0,Deutscher Boxer
88279,41-50,w,6.0,61.0,Labrador Retriever
88279,41-50,w,6.0,61.0,Jack Russel Terrier
88280,61-70,m,1.0,13.0,Mischling klein
88292,61-70,w,10.0,101.0,Cavalier King Charles Spaniel
88294,31-40,m,11.0,115.0,West Highland White Terrier
88296,41-50,m,10.0,101.0,Tibetan Spaniel
88298,41-50,w,9.0,92.0,Chihuahua
88299,61-70,m,11.0,115.0,Beauceron Berge de Beauce
88302,41-50,w,12.0,123.0,American Staffordshire Terrier
88304,51-60,w,7.0,72.0,West Highland White Terrier
88305,51-60,w,2.0,23.0,Lhasa Apso
88311,51-60,w,12.0,122.0,Yorkshire Terrier
88320,51-60,w,2.0,23.0,Bichon frisé
88331,41-50,w,11.0,115.0,Podenco
88337,41-50,w,3.0,33.0,Yorkshire Terrier
88339,61-70,w,9.0,91.0,Havaneser
88340,41-50,w,9.0,92.0,Lhasa Apso
88345,61-70,m,12.0,123.0,Gordon Setter
88347,51-60,w,7.0,73.0,Mischling klein
88348,31-40,w,7.0,71.0,Mittelschnauzer
88350,41-50,w,9.0,92.0,Zwergpinscher
88353,41-50,m,7.0,72.0,Labrador Retriever
88355,51-60,w,3.0,34.0,Bergamasker
88360,71-80,w,3.0,33.0,Tervueren
88364,61-70,w,11.0,119.0,Yorkshire Terrier
88366,41-50,w,3.0,34.0,Yorkshire Terrier
88376,31-40,w,7.0,72.0,Labrador Retriever
88378,31-40,m,9.0,91.0,Jack Russel Terrier
88380,61-70,m,9.0,91.0,Rehpinscher
88381,51-60,w,7.0,74.0,Zwergpinscher
88384,41-50,w,6.0,63.0,West Highland White Terrier
88388,61-70,m,9.0,92.0,Basset
88389,41-50,m,4.0,44.0,Tibetan Spaniel
88389,41-50,m,4.0,44.0,Mischling klein
88390,51-60,w,9.0,91.0,Bergamasker
88395,41-50,w,6.0,61.0,Japan Chin
88396,71-80,w,2.0,24.0,Australian Silky Terrier
88398,61-70,w,9.0,92.0,Lhasa Apso
88401,61-70,w,11.0,115.0,Tibet Terrier
88401,61-70,w,11.0,115.0,Tibetan Spaniel
88402,61-70,w,8.0,83.0,Polski Owczarek Nizinny
88405,41-50,w,7.0,74.0,Malteser
88406,31-40,w,9.0,92.0,Jack Russel Terrier
88408,61-70,m,11.0,111.0,Mischling klein
88415,51-60,w,6.0,61.0,Nova Scotia Duck Tolling Retriever
88420,71-80,w,6.0,61.0,Mischling klein
88421,51-60,m,10.0,101.0,Mischling klein
88422,51-60,m,11.0,115.0,Border Collie
88426,51-60,m,1.0,11.0,Belgischer Schäfer
